Respondent ID,Collector ID,Start Date,End Date,IP Address,Email Address,First Name,Last Name,Custom Data 1,Do you contribute to hiring and firing decisions at your company?,"For many professions, alternative credentials can qualify a person for an entry-level position.",It will soon become fairly conventional for high school graduates to obtain alternative credentials instead of going to college.,"When you add up the pros and cons for online education, it's probably a good thing for society overall.","When you add up the pros and cons for artificial intelligence, it's probably a good thing for society overall.","When you add up the pros and cons for cryptocurrency, it's probably a good thing for society overall.","When evaluating an applicant's education, it is important is important to check whether the degree was awarded from a US institution.",Have you heard of any of the following online course providers?,,,,,Do you work in a STEM profession?,Which of these industries most closely matches your profession?,I consider myself religious,I consider myself Christian,Government regulation helps ensure businesses treat individuals more fairly.,Age,Gender,Household Income,Region,Device Type
6946738411,175020213,10/6/2018 17:33,10/6/2018 17:35,68.98.182.234,,,,,No,9,8,6,Strongly Agree,5,4,Udacity,,Coursera,,,Yes,"Finance, Investment, or Accounting",3,3,4,,,,,
6946735281,175020213,10/6/2018 17:10,10/6/2018 17:13,67.171.116.161,,,,,No,Strongly Agree,7,Strongly Agree,8,7,5,Udacity,Udemy,Coursera,Pluralsight,Lynda.com,Yes,Education,Strongly Agree,Strongly Agree,7,,,,,
6946724127,175020213,10/6/2018 15:55,10/6/2018 15:56,75.60.1.49,,,,,Yes,9,Strongly Agree,8,Strongly Agree,Strongly Agree,9,,,Coursera,,Lynda.com,No,"Finance, Investment, or Accounting",Strongly Agree,Strongly Agree,6,,,,,
6946724069,175020213,10/6/2018 15:52,10/6/2018 15:56,47.221.156.181,,,,,No,8,8,Strongly Agree,3,5,8,Udacity,Udemy,Coursera,,,No,Manufacturing,Strongly Agree,Strongly Agree,3,,,,,
6946722230,175020215,10/6/2018 15:43,10/6/2018 15:44,,,,,90b6fe2112da955a116e4ea748,No,8,Strongly Agree,7,2,Strongly Disagree,7,,,,,,No,Education,2,5,Strongly Agree,45-60,Female,"$50,000-$74,999",South Atlantic,iOS Phone / Tablet
6946722119,175020215,10/6/2018 15:38,10/6/2018 15:43,,,,,e3b4d816d094037c4d5a18baa4,No,3,6,5,3,8,4,,,,,,No,Other,6,6,6,45-60,Female,"$100,000-$124,999",West South Central,iOS Phone / Tablet
6946721646,175020215,10/6/2018 15:39,10/6/2018 15:40,,,,,f4fba88b7de39db397ca0a20a9,No,Strongly Agree,8,7,3,4,5,,,,,,Unsure,Other,4,5,4,18-29,Male,"$25,000-$49,999",East North Central,Android Phone / Tablet
6946721221,175020215,10/6/2018 15:36,10/6/2018 15:38,,,,,de6adb021c749de1910a350a7a,Yes,5,6,3,4,5,5,,,Coursera,,,Yes,Transportation,6,7,4,45-60,Female,"$150,000-$174,999",South Atlantic,iOS Phone / Tablet
6946720996,175020238,10/6/2018 15:32,10/6/2018 15:36,104.200.35.247,,,,,Yes,8,9,Strongly Agree,8,Strongly Agree,7,,,,,Lynda.com,Yes,Energy,9,Strongly Agree,8,,,,,
6946720986,175020215,10/6/2018 15:35,10/6/2018 15:36,,,,,70179b574e41e291af612831f4,Yes,7,Strongly Disagree,5,5,3,2,,,,,,No,Education,7,6,Strongly Agree,45-60,Male,"$75,000-$99,999",Mountain,Windows Desktop / Laptop
6946720520,175020215,10/6/2018 15:32,10/6/2018 15:34,,,,,17c0e9d0c6c6ff9f7581e14cbe,No,8,Strongly Disagree,5,Strongly Disagree,Strongly Disagree,Strongly Agree,,,,,,No,Education,8,5,Strongly Disagree,30-44,Female,"$10,000-$24,999",Pacific,Windows Desktop / Laptop
6946720511,175020238,10/6/2018 15:32,10/6/2018 15:34,64.183.114.58,,,,,Yes,7,3,9,8,3,7,Udacity,Udemy,Coursera,Pluralsight,Lynda.com,Yes,Information Technology,Strongly Disagree,Strongly Disagree,7,,,,,
6946720375,175020215,10/6/2018 15:28,10/6/2018 15:33,,,,,025d8aa096d1111db5bc8bae2a,Yes,6,3,4,5,6,5,,,,,,No,Education,6,Strongly Agree,8,30-44,Male,"$50,000-$74,999",South Atlantic,MacOS Desktop / Laptop
6946720043,175020215,10/6/2018 15:29,10/6/2018 15:31,,,,,ddc025615f87af6ed94f81469f,No,Strongly Agree,Strongly Agree,6,4,Strongly Disagree,7,,,,,,No,Health,Strongly Disagree,Strongly Disagree,Strongly Disagree,> 60,Female,"$50,000-$74,999",Pacific,Windows Desktop / Laptop
6946720011,175020215,10/6/2018 15:29,10/6/2018 15:31,,,,,fee07f68f29a06034ce29b01f2,No,4,3,Strongly Agree,Strongly Agree,8,5,,,,,Lynda.com,Yes,Information Technology,Strongly Disagree,Strongly Disagree,7,18-29,Male,"$50,000-$74,999",New England,Windows Desktop / Laptop
6946719990,175020215,10/6/2018 15:29,10/6/2018 15:31,,,,,d5e59ddb63a47a63388f4b3b7f,No,8,6,8,5,5,6,,,Coursera,,,Yes,Agriculture,4,4,5,45-60,Female,"$50,000-$74,999",West North Central,iOS Phone / Tablet
6946719985,175020215,10/6/2018 15:28,10/6/2018 15:30,,,,,ae42aa782d5ba1e302b8f3c679,Unemployed,7,7,7,7,7,7,Udacity,,,,,No,Other,8,8,5,30-44,Male,Prefer not to answer,Middle Atlantic,Windows Desktop / Laptop
6946719840,175020215,10/6/2018 15:28,10/6/2018 15:30,,,,,7693f067b4f9333340a187e785,Yes,6,6,3,6,Strongly Disagree,4,,Udemy,Coursera,,Lynda.com,Yes,Information Technology,Strongly Disagree,Strongly Disagree,8,30-44,Female,Prefer not to answer,Pacific,iOS Phone / Tablet
6946719643,175020215,10/6/2018 15:26,10/6/2018 15:29,,,,,6f0d0838dc98e86ac57f7221c1,No,6,2,7,5,6,7,,,Coursera,,,No,Energy,9,Strongly Agree,8,18-29,Female,"$0-$9,999",Pacific,iOS Phone / Tablet
6946719230,175020215,10/6/2018 15:24,10/6/2018 15:26,,,,,287ea164d434095af8eaf88f53,No,Strongly Agree,9,Strongly Agree,4,2,2,,,Coursera,,,Yes,Health,Strongly Disagree,Strongly Disagree,8,30-44,Male,"$150,000-$174,999",Middle Atlantic,iOS Phone / Tablet
6946718953,175020215,10/6/2018 15:22,10/6/2018 15:25,,,,,620864251d7c3b5c06b25ffdf1,Unemployed,2,Strongly Agree,9,9,9,Strongly Agree,,,,,,No,Other,9,Strongly Agree,7,> 60,Female,Prefer not to answer,Middle Atlantic,iOS Phone / Tablet
6946718732,175020215,10/6/2018 15:20,10/6/2018 15:23,,,,,57af7a166fb43766578ab71c66,Unemployed,4,2,4,Strongly Disagree,7,3,Udacity,,,,Lynda.com,Unsure,Other,Strongly Disagree,Strongly Disagree,Strongly Agree,18-29,Female,Prefer not to answer,,Other
6946718516,175020238,10/6/2018 15:06,10/6/2018 15:22,196.18.226.227,,,,,Yes,9,8,8,8,9,9,,Udemy,,,,Yes,Information Technology,9,9,8,,,,,
6946718099,175020215,10/6/2018 15:17,10/6/2018 15:19,,,,,170c2f2af705dd421a7f9bb299,Unemployed,6,7,5,5,2,6,,,,,,No,Other,6,8,4,> 60,Female,"$25,000-$49,999",Pacific,iOS Phone / Tablet
6946717556,175020215,10/6/2018 15:13,10/6/2018 15:16,,,,,29bcf610c2bd1fd777f31efefd,Unemployed,8,6,9,7,2,7,,,,,,Yes,Information Technology,Strongly Disagree,Strongly Disagree,Strongly Agree,45-60,Male,"$75,000-$99,999",Pacific,Windows Desktop / Laptop
6946717492,175020215,10/6/2018 15:14,10/6/2018 15:15,,,,,8ab525cd153797c02697f4b960,Unemployed,8,8,9,8,5,3,Udacity,Udemy,Coursera,,,No,Other,3,2,9,18-29,Male,"$75,000-$99,999",Pacific,Windows Desktop / Laptop
6946717382,175020215,10/6/2018 15:13,10/6/2018 15:15,,,,,d83d94af54e6db0aad41588580,No,5,5,Strongly Agree,Strongly Agree,6,3,,Udemy,,,,No,Education,Strongly Disagree,Strongly Disagree,5,18-29,Female,"$25,000-$49,999",Pacific,Android Phone / Tablet
6946717378,175020215,10/6/2018 15:12,10/6/2018 15:16,,,,,db1155215d59a9a88b659a1550,Unemployed,Strongly Agree,Strongly Agree,8,5,5,8,,,,,,No,Information Technology,Strongly Disagree,Strongly Disagree,8,> 60,Male,"$50,000-$74,999",West North Central,Android Phone / Tablet
6946717374,175020215,10/6/2018 15:13,10/6/2018 15:15,,,,,dc9baae60cfc3a5a4e5bd5cb42,Unemployed,2,8,3,8,Strongly Disagree,Strongly Agree,,,,,,No,Energy,Strongly Disagree,Strongly Disagree,Strongly Agree,> 60,Female,"$50,000-$74,999",Pacific,Windows Desktop / Laptop
6946717117,175020215,10/6/2018 15:12,10/6/2018 15:13,,,,,80665b63337e648db7aeca9303,No,Strongly Disagree,Strongly Disagree,2,Strongly Agree,4,6,,,,,,Yes,Other,Strongly Disagree,Strongly Disagree,2,18-29,Male,"$50,000-$74,999",Middle Atlantic,Android Phone / Tablet
6946717004,175020215,10/6/2018 15:11,10/6/2018 15:13,,,,,a0b33bf4d787671f8b238cf450,No,7,6,5,6,5,Strongly Disagree,,,,,,No,Retail,Strongly Disagree,Strongly Disagree,3,18-29,Female,"$100,000-$124,999",Middle Atlantic,Android Phone / Tablet
6946716806,175020215,10/6/2018 15:08,10/6/2018 15:11,,,,,d26298f43a224b40d937aeb272,No,8,5,7,5,5,8,,,,,,No,Education,Strongly Agree,9,9,> 60,Female,"$100,000-$124,999",South Atlantic,Windows Desktop / Laptop
6946716772,175020215,10/6/2018 15:08,10/6/2018 15:11,,,,,952d0751f6d9d8c6127080d613,No,8,5,9,7,6,4,Udacity,Udemy,Coursera,,Lynda.com,No,Other,Strongly Agree,Strongly Agree,Strongly Agree,18-29,Male,"$25,000-$49,999",South Atlantic,Windows Desktop / Laptop
6946716765,175020215,10/6/2018 15:09,10/6/2018 15:11,,,,,7e07940134d547207ff2bad5bf,No,8,8,6,5,4,8,,,,,,No,Education,9,9,8,> 60,Female,"$10,000-$24,999",Pacific,Windows Desktop / Laptop
6946716529,175020215,10/6/2018 15:07,10/6/2018 15:10,,,,,82f05b9c443aa2c61fbcb934db,No,6,6,6,6,6,6,,,,,,No,Retail,3,3,Strongly Disagree,18-29,Male,"$0-$9,999",Middle Atlantic,Windows Desktop / Laptop
6946716017,175020215,10/6/2018 15:05,10/6/2018 15:07,,,,,c46bce2f3a4605cd9cd131e0c0,No,6,6,9,3,3,5,Udacity,,,,,No,Other,Strongly Agree,Strongly Agree,5,> 60,Female,"$75,000-$99,999",South Atlantic,iOS Phone / Tablet
6946715914,175020215,10/6/2018 15:05,10/6/2018 15:06,,,,,eceef37c7ab8088d8388bbc00b,No,3,6,5,7,6,6,,,,,,No,Other,Strongly Disagree,Strongly Disagree,8,18-29,Female,"$0-$9,999",East North Central,Android Phone / Tablet
6946715881,175020215,10/6/2018 15:04,10/6/2018 15:06,,,,,ac9a5594b85a7f998b1165b720,Yes,Strongly Agree,Strongly Disagree,5,4,4,Strongly Agree,,,,,,No,Other,Strongly Agree,Strongly Agree,5,30-44,Male,"$50,000-$74,999",East North Central,Android Phone / Tablet
6946715868,175020215,10/6/2018 15:04,10/6/2018 15:06,,,,,0356ae47cb3da5ec72ee12910f,Yes,7,4,5,3,Strongly Disagree,5,Udacity,,,,,Yes,Education,Strongly Disagree,Strongly Disagree,3,> 60,Female,"$75,000-$99,999",Pacific,MacOS Desktop / Laptop
6946715524,175020215,10/6/2018 15:02,10/6/2018 15:04,,,,,3c63bf46d0b5766ecec0fbb29d,No,7,6,8,4,4,7,,,Coursera,,,No,Information Technology,7,7,Strongly Agree,45-60,Female,"$125,000-$149,999",West South Central,Windows Desktop / Laptop
6946714920,175020215,10/6/2018 14:58,10/6/2018 15:00,,,,,bc7d49003b3fb828299c293df3,Yes,5,5,8,9,2,3,,,,,,No,Other,4,Strongly Agree,Strongly Agree,45-60,Male,"$75,000-$99,999",East North Central,Windows Desktop / Laptop
6946714689,175020215,10/6/2018 14:58,10/6/2018 14:59,,,,,f16ec14aebab05431a8b21fb04,Unemployed,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,,,Coursera,,,Unsure,Health,Strongly Disagree,Strongly Disagree,Strongly Disagree,18-29,Female,"$10,000-$24,999",West North Central,MacOS Desktop / Laptop
6946714670,175020215,10/6/2018 14:56,10/6/2018 14:59,,,,,2526c6ec0cb1eea9969bcd74f6,No,8,8,6,5,Strongly Disagree,2,,,,,,No,Retail,Strongly Disagree,4,3,30-44,Female,"$10,000-$24,999",Pacific,Windows Desktop / Laptop
6946714583,175020238,10/6/2018 14:57,10/6/2018 14:58,71.75.228.170,,,,,No,Strongly Agree,Strongly Agree,Strongly Agree,5,2,Strongly Agree,,Udemy,,,,No,Information Technology,Strongly Disagree,Strongly Disagree,8,,,,,
6946714581,175020215,10/6/2018 14:56,10/6/2018 14:58,,,,,963dd04aab9954da3a37c25193,Yes,Strongly Agree,Strongly Agree,7,6,3,4,Udacity,,,,,No,Retail,7,Strongly Agree,4,30-44,Female,"$75,000-$99,999",South Atlantic,iOS Phone / Tablet
6946714377,175020215,10/6/2018 14:55,10/6/2018 14:57,,,,,ff88f68c836524a85027235270,Yes,2,2,5,3,5,7,Udacity,,,,,No,Transportation,3,2,Strongly Disagree,30-44,Male,"$25,000-$49,999",Mountain,Windows Desktop / Laptop
6946714353,175020215,10/6/2018 14:55,10/6/2018 14:57,,,,,aed00beb4dfc003a2196bc6588,Yes,Strongly Disagree,Strongly Disagree,Strongly Disagree,5,Strongly Disagree,7,,,,,,No,Education,2,Strongly Disagree,Strongly Agree,> 60,Male,"$125,000-$149,999",Pacific,Windows Desktop / Laptop
6946714328,175020215,10/6/2018 14:55,10/6/2018 14:57,,,,,0a2feb0f2efde40107d2003ee7,No,5,5,5,4,2,Strongly Agree,,,,,,No,Health,2,Strongly Disagree,5,45-60,Female,"$10,000-$24,999",East South Central,Windows Desktop / Laptop
6946713882,175020215,10/6/2018 14:52,10/6/2018 14:54,,,,,61751de1a23f1586d2c8d02b34,No,Strongly Agree,Strongly Agree,Strongly Agree,5,5,5,,Udemy,,,Lynda.com,No,Other,Strongly Agree,Strongly Agree,Strongly Agree,30-44,Female,"$25,000-$49,999",Pacific,iOS Phone / Tablet
6946713724,175020215,10/6/2018 14:52,10/6/2018 14:53,,,,,8323a3ad02c626a181ab6e13fd,No,9,9,8,6,5,6,,,,,,Yes,Health,2,4,4,30-44,Female,"$25,000-$49,999",West South Central,Windows Desktop / Laptop
6946713701,175020215,10/6/2018 14:52,10/6/2018 14:53,,,,,eac716dfbba94841cef4f97ba8,Yes,Strongly Agree,Strongly Agree,Strongly Agree,5,5,Strongly Disagree,,,,,,No,Other,5,Strongly Disagree,6,30-44,Male,"$10,000-$24,999",Pacific,Android Phone / Tablet
6946713675,175020238,10/6/2018 14:51,10/6/2018 14:53,47.40.138.209,,,,,No,Strongly Agree,Strongly Agree,7,Strongly Disagree,3,Strongly Disagree,,,,,,No,Education,Strongly Agree,Strongly Agree,Strongly Disagree,,,,,
6946713135,175020215,10/6/2018 14:48,10/6/2018 14:50,,,,,9bea5602ac948f60106ed644ec,Unemployed,Strongly Agree,3,7,Strongly Agree,Strongly Agree,Strongly Agree,,,,,Lynda.com,No,Other,Strongly Agree,Strongly Agree,3,18-29,Female,"$0-$9,999",Middle Atlantic,Android Phone / Tablet
6946713125,175020215,10/6/2018 14:49,10/6/2018 14:50,,,,,a9ab503c75eb982e3ee22cd002,Yes,5,5,5,6,3,7,,,,,Lynda.com,No,"Finance, Investment, or Accounting",6,5,6,30-44,Male,"$50,000-$74,999",Pacific,Windows Desktop / Laptop
6946713017,175020238,10/6/2018 14:26,10/6/2018 14:49,24.98.150.249,,,,,Yes,7,8,6,7,8,8,Udacity,Udemy,,,,No,"Finance, Investment, or Accounting",6,9,9,,,,,
6946712857,175020215,10/6/2018 14:44,10/6/2018 14:48,,,,,518d996bbbbda6d4c9d459e94a,No,Strongly Agree,Strongly Agree,Strongly Agree,9,Strongly Agree,Strongly Agree,,,,,Lynda.com,Unsure,Retail,Strongly Disagree,Strongly Disagree,Strongly Agree,18-29,Male,"$0-$9,999",Middle Atlantic,MacOS Desktop / Laptop
6946712774,175020215,10/6/2018 14:46,10/6/2018 14:48,,,,,69e464051e4419238f1bb2d94a,Yes,5,5,8,Strongly Disagree,4,5,,,,,,No,Health,8,9,5,30-44,Female,"$25,000-$49,999",East North Central,Android Phone / Tablet
6946712752,175020215,10/6/2018 14:46,10/6/2018 14:47,,,,,cd72f16b65de0f65a266317376,No,6,5,8,6,4,Strongly Agree,,,Coursera,,,No,Transportation,5,5,8,30-44,Female,"$150,000-$174,999",East South Central,Android Phone / Tablet
6946712429,175020238,10/6/2018 14:44,10/6/2018 14:46,45.36.89.164,,,,,No,6,4,8,6,6,4,,Udemy,,,,No,Other,Strongly Agree,Strongly Agree,Strongly Agree,,,,,
6946712339,175020215,10/6/2018 14:43,10/6/2018 14:45,,,,,223eee4f2f4255d6df7c2c79ef,No,7,8,4,4,2,5,,,,,Lynda.com,No,Health,Strongly Agree,Strongly Agree,6,45-60,Female,"$25,000-$49,999",Middle Atlantic,Windows Desktop / Laptop
6946712012,175020215,10/6/2018 14:41,10/6/2018 14:43,,,,,6f9ea4ce81361cb35d2f6e0213,No,5,5,6,3,3,3,,,,,,Unsure,Health,8,8,6,45-60,Female,"$10,000-$24,999",Pacific,Windows Desktop / Laptop
6946711977,175020238,10/6/2018 14:41,10/6/2018 14:43,65.31.180.86,,,,,No,9,Strongly Agree,8,8,9,Strongly Agree,,Udemy,,,,No,Information Technology,Strongly Agree,Strongly Agree,Strongly Agree,,,,,
6946711846,175020215,10/6/2018 14:41,10/6/2018 14:42,,,,,2d086cea1fec34ab0273b4c589,No,6,Strongly Agree,Strongly Agree,6,3,4,Udacity,,,,,No,Health,4,9,Strongly Disagree,18-29,Male,"$50,000-$74,999",East North Central,Android Phone / Tablet
6946711797,175020215,10/6/2018 14:38,10/6/2018 14:42,,,,,06e1681ee1ef7d43acb0bafb62,Yes,3,2,5,7,5,6,,,,,Lynda.com,Yes,Other,6,6,3,45-60,Female,"$50,000-$74,999",East North Central,Windows Desktop / Laptop
6946711784,175020215,10/6/2018 14:40,10/6/2018 14:42,,,,,7a98ea1ffd8825e348570d4b73,No,7,6,5,6,2,6,,,,,,No,Other,Strongly Disagree,Strongly Disagree,5,> 60,Female,Prefer not to answer,New England,MacOS Desktop / Laptop
6946711671,175020238,10/6/2018 14:40,10/6/2018 14:41,45.36.89.164,,,,,Yes,9,3,7,8,5,5,,Udemy,Coursera,,,No,Retail,2,2,9,,,,,
6946711306,175020215,10/6/2018 14:38,10/6/2018 14:40,,,,,11f3e53a6dc177aa7b8c7ff7c8,No,7,7,5,5,5,9,,,,,,No,Other,9,9,7,> 60,Female,"$25,000-$49,999",East South Central,Windows Desktop / Laptop
6946711113,175020215,10/6/2018 14:36,10/6/2018 14:38,,,,,40d2a378c7d5b627e6225c317d,Unemployed,2,2,7,7,Strongly Disagree,9,,,,,,No,Health,Strongly Agree,2,8,> 60,Male,Prefer not to answer,Pacific,Windows Desktop / Laptop
6946710974,175020238,10/6/2018 14:36,10/6/2018 14:37,71.206.8.9,,,,,No,7,8,5,7,7,7,Udacity,Udemy,Coursera,,Lynda.com,Yes,Information Technology,Strongly Disagree,Strongly Disagree,8,,,,,
6946710887,175020215,10/6/2018 14:35,10/6/2018 14:37,,,,,24219b732a6b91c9b0583a52d7,No,2,2,8,2,2,4,Udacity,,,,,No,Law,Strongly Agree,Strongly Agree,4,> 60,Female,"$100,000-$124,999",West South Central,Windows Desktop / Laptop
6946710876,175020215,10/6/2018 14:07,10/6/2018 14:37,,,,,d926bec88197b2274458ba840a,Yes,Strongly Agree,8,8,5,2,5,,,,Pluralsight,,No,Other,5,7,4,45-60,Female,"$75,000-$99,999",Pacific,iOS Phone / Tablet
6946710874,175020215,10/6/2018 14:34,10/6/2018 14:37,,,,,41b1516848370d2692bb802160,No,6,5,Strongly Disagree,Strongly Disagree,6,5,,,,,,No,Law,Strongly Agree,Strongly Agree,Strongly Agree,> 60,Female,"$50,000-$74,999",South Atlantic,Android Phone / Tablet
6946710775,175020215,10/6/2018 14:34,10/6/2018 14:36,,,,,b873875488a0e6e771e756e821,Yes,7,7,9,7,6,8,,,,,,Yes,Information Technology,Strongly Agree,Strongly Agree,8,18-29,Male,"$100,000-$124,999",Pacific,Android Phone / Tablet
6946710708,175020215,10/6/2018 14:33,10/6/2018 14:36,,,,,b12314f6e51345aaf8e47d6a0d,Yes,2,Strongly Disagree,2,Strongly Disagree,2,7,,,,,,No,Health,Strongly Disagree,Strongly Disagree,4,30-44,Male,"$10,000-$24,999",Mountain,Windows Desktop / Laptop
6946710667,175020215,10/6/2018 14:32,10/6/2018 14:35,,,,,e2542ce2780c447b903cea5173,No,5,8,5,4,6,Strongly Disagree,,,,,,No,"Finance, Investment, or Accounting",4,Strongly Disagree,Strongly Disagree,> 60,Female,"$75,000-$99,999",New England,iOS Phone / Tablet
6946710424,175020215,10/6/2018 14:32,10/6/2018 14:34,,,,,15ef9167b123701075e100b3b1,No,8,8,7,8,5,5,,,,,,No,Health,Strongly Disagree,Strongly Disagree,Strongly Disagree,30-44,Male,"$100,000-$124,999",East North Central,iOS Phone / Tablet
6946710381,175020238,10/6/2018 14:32,10/6/2018 14:34,77.70.57.71,,,,,Yes,7,5,7,8,6,Strongly Agree,,,,,,Yes,Information Technology,5,Strongly Agree,9,,,,,
6946710317,175020213,10/6/2018 14:29,10/6/2018 14:33,37.228.225.121,,,,,No,7,5,3,2,Strongly Disagree,5,,Udemy,Coursera,,,No,Retail,Strongly Disagree,Strongly Disagree,8,,,,,
6946710138,175020213,10/6/2018 14:30,10/6/2018 14:32,71.163.140.20,,,,,Yes,7,8,8,7,8,9,Udacity,,,Pluralsight,,Unsure,Other,Strongly Agree,Strongly Agree,5,,,,,
6946710128,175020215,10/6/2018 14:30,10/6/2018 14:32,,,,,d152959c3460c4818b16ba15d6,No,Strongly Disagree,3,4,2,Strongly Disagree,8,,,Coursera,,,No,Retail,5,3,4,45-60,Female,"$50,000-$74,999",Pacific,Android Phone / Tablet
6946709981,175020215,10/6/2018 14:30,10/6/2018 14:31,,,,,34e190a5521b1ca927d63e3aa9,Yes,5,5,4,3,3,4,,,Coursera,,Lynda.com,No,Education,7,6,Strongly Agree,45-60,Female,"$25,000-$49,999",East North Central,MacOS Desktop / Laptop
6946709630,175020215,10/6/2018 14:27,10/6/2018 14:29,,,,,4e0f2e91884a9fb3e04bdc2153,Unemployed,5,3,5,4,2,5,,,,,,Yes,Health,4,3,5,> 60,Female,"$50,000-$74,999",Pacific,Android Phone / Tablet
6946709589,175020215,10/6/2018 14:26,10/6/2018 14:29,,,,,327432fa0a28b46f19d1e6aa32,Unemployed,6,5,5,6,3,7,,,,,,No,Education,3,4,7,> 60,Female,"$25,000-$49,999",East South Central,Windows Desktop / Laptop
6946709539,175020215,10/6/2018 14:26,10/6/2018 14:29,,,,,1970a2cccc24479ed38b8d2a22,No,Strongly Agree,6,6,4,4,Strongly Disagree,,,,,,No,Retail,3,4,3,30-44,Female,Prefer not to answer,Mountain,iOS Phone / Tablet
6946709240,175020215,10/6/2018 14:23,10/6/2018 14:27,,,,,83584315ae45e07298f0f99fac,Unemployed,8,Strongly Agree,6,4,Strongly Agree,3,,,Coursera,,,No,Other,7,Strongly Agree,6,> 60,Female,Prefer not to answer,Pacific,iOS Phone / Tablet
6946709124,175020215,10/6/2018 14:22,10/6/2018 14:26,,,,,b3a8d1a580c99c269f4d22e5ab,No,6,4,6,5,3,Strongly Disagree,Udacity,,,,,No,Manufacturing,Strongly Agree,Strongly Agree,6,30-44,Male,"$50,000-$74,999",South Atlantic,Android Phone / Tablet
6946708839,175020238,10/6/2018 14:23,10/6/2018 14:25,108.66.4.224,,,,,No,4,Strongly Disagree,7,6,8,5,Udacity,Udemy,,,Lynda.com,No,Other,Strongly Disagree,Strongly Disagree,Strongly Agree,,,,,
6946708523,175020215,10/6/2018 14:22,10/6/2018 14:23,,,,,0d4566350a35829bc431273694,No,7,8,6,3,3,8,,,,,,Yes,Other,7,Strongly Agree,4,18-29,Female,"$75,000-$99,999",West North Central,iOS Phone / Tablet
6946708421,175020238,10/6/2018 14:12,10/6/2018 14:22,157.51.124.144,,,,,Yes,Strongly Agree,8,8,8,8,9,,Udemy,,,Lynda.com,Yes,Information Technology,9,6,Strongly Agree,,,,,
6946708029,175020238,10/6/2018 14:18,10/6/2018 14:20,97.126.107.25,,,,,No,Strongly Agree,8,6,4,9,5,Udacity,,,,,No,Retail,Strongly Disagree,Strongly Disagree,6,,,,,
6946707784,175020238,10/6/2018 14:06,10/6/2018 14:19,157.46.85.209,,,,,Yes,Strongly Agree,9,Strongly Agree,2,2,2,,,,,Lynda.com,No,Information Technology,Strongly Agree,3,Strongly Agree,,,,,
6946707738,175020238,10/6/2018 14:12,10/6/2018 14:19,64.121.85.105,,,,,Yes,8,7,8,9,8,7,,Udemy,Coursera,,,Yes,Information Technology,Strongly Disagree,Strongly Disagree,7,,,,,
6946707701,175020238,10/6/2018 14:13,10/6/2018 14:18,45.53.196.189,,,,,Yes,9,7,8,2,2,6,Udacity,,,,,No,Manufacturing,Strongly Disagree,2,4,,,,,
6946707570,175020238,10/6/2018 14:10,10/6/2018 14:18,74.243.143.236,,,,,Yes,8,9,Strongly Agree,4,9,7,Udacity,Udemy,,,Lynda.com,Yes,Information Technology,2,2,Strongly Disagree,,,,,
6946707468,175020238,10/6/2018 14:16,10/6/2018 14:17,73.22.119.106,,,,,No,5,2,6,Strongly Agree,3,7,Udacity,Udemy,Coursera,,,Yes,Education,2,3,9,,,,,
6946707360,175020238,10/6/2018 14:14,10/6/2018 14:16,71.229.5.229,,,,,No,2,3,8,9,5,8,Udacity,Udemy,Coursera,,,No,Education,Strongly Disagree,Strongly Disagree,8,,,,,
6946707321,175020213,10/6/2018 14:14,10/6/2018 14:16,107.77.218.228,,,,,No,Strongly Agree,7,3,4,6,Strongly Disagree,Udacity,,Coursera,Pluralsight,Lynda.com,No,Education,5,7,4,,,,,
6946706979,175020215,10/6/2018 14:12,10/6/2018 14:14,,,,,8d4b8abc5dfe63db322f4df9a0,Unemployed,6,Strongly Agree,8,2,Strongly Disagree,3,,,,,,No,Education,6,Strongly Agree,5,18-29,Female,"$0-$9,999",Pacific,iOS Phone / Tablet
6946706819,175020238,10/6/2018 14:11,10/6/2018 14:13,45.36.89.164,,,,,No,9,6,5,7,5,5,,,,,,No,Health,5,6,4,,,,,
6946706784,175020238,10/6/2018 14:11,10/6/2018 14:13,172.7.244.112,,,,,No,9,9,Strongly Agree,6,9,8,,,,,,No,Other,Strongly Disagree,Strongly Disagree,5,,,,,
6946706770,175020215,10/6/2018 14:10,10/6/2018 14:13,,,,,05a8d1d66f2fcc71b500c65092,No,Strongly Agree,8,8,8,8,5,,,,,Lynda.com,No,Other,3,Strongly Disagree,9,> 60,Female,"$75,000-$99,999",Pacific,MacOS Desktop / Laptop
6946706590,175020215,10/6/2018 14:05,10/6/2018 14:12,,,,,e20b62e04557e412cd1942ac95,Yes,3,3,5,4,5,8,Udacity,Udemy,Coursera,,,No,Law,7,8,5,30-44,Female,Prefer not to answer,Middle Atlantic,Windows Desktop / Laptop
6946706364,175020213,10/6/2018 14:09,10/6/2018 14:11,86.45.123.102,,,,,Unemployed,5,5,9,7,6,Strongly Disagree,Udacity,Udemy,Coursera,,,Unsure,Other,Strongly Disagree,Strongly Disagree,6,,,,,
6946706207,175020238,10/6/2018 14:08,10/6/2018 14:10,173.26.102.132,,,,,No,5,5,4,3,4,5,,Udemy,,,,No,"Finance, Investment, or Accounting",Strongly Disagree,Strongly Disagree,6,,,,,
